datetime,day of week,total,place,product_names,quantities_product,Order status,location,Driver_id
2023-12-28 11:10:00,Sat,16.1,Gloucester Road,"angbutter, tiramisu croissant","[2.0, 1.0]",Completed,"37.88540124269275, 127.7261136364995",4
2023-12-28 11:48:00,Sat,14.8,Clifton,"angbutter, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.87113147310534, 127.72323543584127",5
2023-12-28 12:04:00,Sat,17.0,Southville,"plain bread, jam, cacao deep, orange pound","[1.0, 2.0, 1.0, 1.0]",Completed,"37.876839493507546, 127.75471494023812",2
2023-12-28 12:09:00,Sat,22.3,Southville,"angbutter, cacao deep, pandoro, wiener","[1.0, 1.0, 2.0, 1.0]",Completed,"37.877964368592444, 127.75547975863041",1
2023-12-28 12:35:00,Sat,20.9,Cotham,"angbutter, tiramisu croissant","[3.0, 1.0]",Completed,"37.887986385877426, 127.74516610562195",4
2023-12-28 13:09:00,Sat,35.6,Cotham,angbutter,[7.0],Completed,"37.888711184387724, 127.7455169128193",3
2023-12-28 13:12:00,Sat,18.8,Montpelier,"angbutter, americano, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87758432286945, 127.74819422682222",1
2023-12-28 13:31:00,Sat,21.5,Redfield,"croissant, caffe latte, tiramisu croissant","[3.0, 1.0, 1.0]",Completed,,4
2023-12-28 13:47:00,Sat,18.8,City Centre,"angbutter, plain bread, americano, tiramisu croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.889687468332994, 127.84466909049449",2
2023-12-28 14:20:00,Sat,22.0,Stokes Croft,"pandoro, cheese cake","[2.0, 2.0]",Completed,"37.860092763180155, 127.74966982031735",2
2023-12-28 14:51:00,Sat,17.0,Bedminster,croissant,[4.0],Completed,"37.85449015197153, 127.73152744084186",4
2023-12-28 14:55:00,Sat,21.5,Bedminster,"plain bread, tiramisu croissant, pain au chocolat","[2.0, 1.0, 2.0]",Completed,"37.85494942138416, 127.73076128105482",2
2023-12-28 14:58:00,Sat,24.3,Montpelier,"angbutter, plain bread, almond croissant, cheese cake","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87798855295379, 127.74817005313477",3
2023-12-28 15:52:00,Sat,19.3,Southville,"angbutter, croissant, cacao deep, wiener","[1.0, 1.0, 1.0, 2.0]",Completed,"37.87723181621465, 127.75490314455824",2
2023-12-28 16:18:00,Sat,58.9,City Centre,"angbutter, plain bread, croissant, tiramisu croissant, cacao deep","[3.0, 2.0, 4.0, 3.0, 2.0]",Completed,"37.88874042897722, 127.84519756792392",1
2023-12-28 16:38:00,Sat,21.1,City Centre,"angbutter, almond croissant, cheese cake","[2.0, 1.0, 1.0]",Completed,"37.88900540012959, 127.84417309394011",3
2023-12-29 11:16:00,Sun,14.0,Lawrence Hill,"angbutter, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.87953201263335, 127.73030927764776",4
2023-12-29 11:34:00,Sun,15.3,Redfield,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,2
2023-12-29 12:11:00,Sun,15.3,City Centre,"angbutter, cacao deep, orange pound","[1.0, 1.0, 1.0]",Completed,"37.88889006055448, 127.8449779264914",2
2023-12-29 12:24:00,Sun,23.9,Cotham,"angbutter, plain bread","[4.0, 1.0]",Completed,"37.887824978332944, 127.74548192844094",1
2023-12-29 12:39:00,Sun,14.8,City Centre,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.889426341314376, 127.84389485563904",3
2023-12-29 12:52:00,Sun,23.8,Clifton,"angbutter, plain bread, tiramisu croissant, cheese cake","[2.0, 1.0, 1.0, 1.0]",Completed,"37.87062312425146, 127.72322097079815",2
2023-12-29 13:03:00,Sun,19.8,Clifton,"plain bread, jam, gateau chocolat, orange pound, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.871787215940486, 127.72307438383905",4
2023-12-29 13:34:00,Sun,14.8,Southville,"angbutter, pain au chocolat, pandoro","[1.0, 1.0, 1.0]",Completed,"37.87785974149775, 127.7544555915435",5
2023-12-29 13:43:00,Sun,15.8,Barton Hill,"angbutter, cacao deep, cheese cake","[1.0, 1.0, 1.0]",Completed,"37.872986401676336, 127.72839114185376",2
2023-12-29 14:26:00,Sun,14.8,City Centre,"angbutter, pain au chocolat, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.889229697031396, 127.84487713652217",2
2023-12-29 14:32:00,Sun,15.0,Southville,"americano, tiramisu croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.87673206426866, 127.75455293049666",5
2023-12-29 14:39:00,Sun,14.0,Montpelier,"plain bread, americano, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.87619368879388, 127.747749428441",4
2023-12-29 14:42:00,Sun,22.8,City Centre,"angbutter, americano, cacao deep, pain au chocolat, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88994884493268, 127.84552141005659",2
2023-12-29 16:02:00,Sun,25.5,Easton,"plain bread, americano, almond croissant, orange pound, wiener","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed,"37.924418165702285, 127.72934071120663",4
2023-12-30 11:27:00,Mon,19.8,City Centre,"angbutter, americano, tiramisu croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.89006942707614, 127.84547026755868",2
2023-12-30 11:44:00,Mon,15.3,Stokes Croft,"angbutter, plain bread, jam, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85962006982326, 127.75114552043703",4
2023-12-30 12:23:00,Mon,91.3,Stokes Croft,"angbutter, tiramisu croissant, pain au chocolat, pandoro, wiener","[6.0, 6.0, 6.0, 2.0, 1.0]",Completed,"37.85924517086725, 127.75072804471957",1
2023-12-30 14:35:00,Mon,53.9,Easton,"angbutter, plain bread, croissant, almond croissant, orange pound","[3.0, 1.0, 4.0, 2.0, 2.0]",Completed,"37.92384342487431, 127.72964482670308",5
2023-12-30 15:12:00,Mon,16.1,Barton Hill,"angbutter, tiramisu croissant","[2.0, 1.0]",Completed,"37.87258786251037, 127.72733447234876",2
2023-12-30 15:22:00,Mon,26.1,Bedminster,"angbutter, milk tea, orange pound","[2.0, 2.0, 1.0]",Completed,"37.8552503971065, 127.73158065193036",1
2023-12-30 15:44:00,Mon,15.8,Lawrence Hill,"angbutter, wiener, merinque cookies","[1.0, 2.0, 1.0]",Completed,"37.87926277080318, 127.7310042113407",4
2024-01-02 11:22:00,Thur,15.0,Stokes Croft,"plain bread, jam, croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.86073292392606, 127.75002222774071",3
2024-01-02 11:23:00,Thur,20.3,City Centre,"angbutter, tiramisu croissant, pandoro, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.89000709666025, 127.84387670629813",2
2024-01-02 11:33:00,Thur,42.9,Bedminster,"angbutter, croissant, almond croissant, pandoro, orange pound, merinque cookies","[3.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.85580393545713, 127.73088291963201",3
2024-01-02 12:17:00,Thur,16.5,Southville,"plain bread, americano, caffe latte, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.878239663498164, 127.75418058985399",1
2024-01-02 12:27:00,Thur,14.3,Totterdown,"angbutter, plain bread","[2.0, 1.0]",Completed,,4
2024-01-02 12:33:00,Thur,14.8,Cotham,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.888958948853386, 127.74496147248914",4
2024-01-02 12:50:00,Thur,29.3,Clifton,"angbutter, tiramisu croissant, milk tea, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87031146664101, 127.7225592613037",3
2024-01-02 14:06:00,Thur,17.6,Bedminster,"angbutter, plain bread, jam","[2.0, 1.0, 1.0]",Completed,"37.85471385483508, 127.7309855425799",5
2024-01-02 14:16:00,Thur,16.5,Montpelier,"croissant, cacao deep, pain au chocolat","[1.0, 1.0, 2.0]",Completed,"37.877350345299256, 127.74806569039508",5
2024-01-02 15:40:00,Thur,46.9,Easton,"angbutter, tiramisu croissant","[8.0, 1.0]",Completed,"37.9249905803908, 127.72930282061819",1
2024-01-03 11:03:00,Fri,21.6,Bedminster,"angbutter, pandoro, vanilla latte","[2.0, 1.0, 1.0]",Completed,"37.85526950523305, 127.7314062790121",5
2024-01-03 11:14:00,Fri,15.5,Gloucester Road,"milk tea, pandoro, orange pound","[1.0, 1.0, 1.0]",Completed,"37.88533562270429, 127.7274490937603",5
2024-01-03 11:17:00,Fri,20.3,Bedminster,"angbutter, croissant, tiramisu croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85557499879374, 127.73115941270228",1
2024-01-03 11:59:00,Fri,16.3,Southville,"angbutter, almond croissant, wiener","[1.0, 1.0, 2.0]",Completed,"37.878309811800214, 127.75434676067421",3
2024-01-03 13:44:00,Fri,17.3,Southville,"angbutter, plain bread, tiramisu croissant, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87714955217314, 127.75488952004129",3
2024-01-03 14:05:00,Fri,17.0,Southville,"plain bread, croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.87647667501467, 127.75549059072995",2
2024-01-03 14:17:00,Fri,43.1,Barton Hill,"angbutter, tiramisu croissant, pandoro, orange pound","[2.0, 4.0, 2.0, 1.0]",Completed,"37.87254115587489, 127.72878907909212",2
2024-01-03 14:18:00,Fri,18.0,St George,"plain bread, croissant, orange pound","[1.0, 2.0, 1.0]",Completed,"37.860665759668144, 127.70196312694102",3
2024-01-03 15:41:00,Fri,16.1,Totterdown,"angbutter, orange pound","[2.0, 1.0]",Completed,,1
2024-01-03 16:06:00,Fri,17.3,Lawrence Hill,"plain bread, caffe latte, pain au chocolat, gateau chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87966725099572, 127.7310177159982",5
2024-01-03 16:25:00,Fri,15.1,Totterdown,"angbutter, gateau chocolat, orange pound","[1.0, 1.0, 1.0]",Completed,,3
2024-01-03 17:23:00,Fri,20.6,Montpelier,"angbutter, orange pound","[2.0, 2.0]",Completed,"37.87788708421991, 127.74862161309363",1
2024-01-04 11:03:00,Sat,23.8,City Centre,"angbutter, caffe latte, tiramisu croissant, pain au chocolat, lemon ade","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88832918322003, 127.84531758084023",4
2024-01-04 11:10:00,Sat,14.8,Southville,"angbutter, americano, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.878202882272575, 127.75518467407757",5
2024-01-04 12:51:00,Sat,24.8,Old Market,"angbutter, plain bread, cheese cake, orange pound","[2.0, 1.0, 1.0, 1.0]",Completed,"37.84190019664261, 127.78260159150015",1
2024-01-04 14:36:00,Sat,15.3,Cotham,"angbutter, americano, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.88867111016891, 127.7456380217721",3
2024-01-04 14:52:00,Sat,17.4,Bedminster,angbutter,[3.0],Completed,"37.8559362094021, 127.73190189622817",5
2024-01-04 16:02:00,Sat,15.1,Southville,"angbutter, gateau chocolat, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.87692866157169, 127.75454251700245",4
2024-01-04 17:23:00,Sat,16.5,Southville,"orange pound, wiener","[1.0, 4.0]",Completed,"37.877748485886876, 127.75468015598733",4
2024-01-05 11:03:00,Sun,16.8,Stokes Croft,"angbutter, milk tea, orange pound","[1.0, 1.0, 1.0]",Completed,"37.859865703165454, 127.74939494511518",2
2024-01-05 11:10:00,Sun,18.6,City Centre,"angbutter, almond croissant, wiener","[2.0, 1.0, 1.0]",Completed,"37.8884700912608, 127.84526348037225",1
2024-01-05 11:13:00,Sun,26.7,Cotham,"angbutter, jam, americano","[4.0, 1.0, 1.0]",Completed,"37.88903463133068, 127.74641643787429",5
2024-01-05 11:19:00,Sun,14.3,Redfield,"angbutter, cacao deep, pain au chocolat","[1.0, 1.0, 1.0]",Completed,,2
2024-01-05 11:23:00,Sun,18.0,Redfield,"americano, tiramisu croissant, cheese cake, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,,2
2024-01-05 12:15:00,Sun,16.4,Ashley Down,angbutter,[3.0],Completed,"37.885464494507545, 127.71425326717376",2
2024-01-05 12:37:00,Sun,14.3,City Centre,"angbutter, plain bread, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.88980409769287, 127.84376262489918",3
2024-01-05 13:49:00,Sun,20.3,Bedminster,"angbutter, croissant, tiramisu croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85457602822347, 127.73144080196441",3
2024-01-05 13:59:00,Sun,14.5,Cotham,"croissant, cacao deep, wiener","[1.0, 1.0, 2.0]",Completed,"37.88864768734965, 127.74539106783108",5
2024-01-05 14:06:00,Sun,23.8,City Centre,"angbutter, plain bread, tiramisu croissant, orange pound, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88861634776059, 127.84417340816975",4
2024-01-05 14:46:00,Sun,18.3,Montpelier,"angbutter, plain bread, croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87766966874699, 127.74805113231838",2
2024-01-05 14:54:00,Sun,14.3,Redfield,"angbutter, plain bread, americano","[1.0, 1.0, 1.0]",Completed,,2
2024-01-05 15:06:00,Sun,24.4,Montpelier,"angbutter, plain bread, milk tea","[1.0, 1.0, 1.0]",Completed,"37.876404070856026, 127.7479933736411",4
2024-01-05 16:54:00,Sun,15.3,Southville,"angbutter, americano, orange pound","[1.0, 1.0, 1.0]",Completed,"37.87825170601825, 127.7541251091012",3
2024-01-05 17:25:00,Sun,19.6,City Centre,"angbutter, pain au chocolat, orange pound","[2.0, 1.0, 1.0]",Completed,"37.88959684282426, 127.84407967864891",5
2024-01-06 12:25:00,Mon,14.8,City Centre,"angbutter, plain bread, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.88986403363278, 127.84506951249587",3
2024-01-06 12:30:00,Mon,30.8,Montpelier,"angbutter, plain bread, croissant, tiramisu croissant, orange pound","[1.0, 1.0, 2.0, 2.0, 1.0]",Completed,"37.877182134000414, 127.74735510080588",2
2024-01-06 12:43:00,Mon,18.3,Southville,"angbutter, croissant, pain au chocolat, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.877773862872345, 127.755167729569",2
2024-01-06 12:50:00,Mon,17.3,City Centre,"croissant, tiramisu croissant, gateau chocolat","[2.0, 1.0, 1.0]",Completed,"37.88935945441755, 127.8441184249388",1
2024-01-06 16:00:00,Mon,14.3,City Centre,"angbutter, americano, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.88937730127644, 127.84404071371873",3
2024-01-06 16:30:00,Mon,14.0,Montpelier,"jam, croissant, pain au chocolat","[1.0, 2.0, 1.0]",Completed,"37.87690292965942, 127.747402584525",2
2024-01-08 11:15:00,Wed,18.1,Totterdown,"angbutter, wiener","[3.0, 1.0]",Completed,,3
2024-01-08 11:26:00,Wed,26.0,Cotham,angbutter,[5.0],Completed,"37.88823184694613, 127.74568780625968",2
2024-01-08 12:42:00,Wed,22.6,Gloucester Road,"angbutter, plain bread, croissant, cacao deep","[2.0, 1.0, 1.0, 1.0]",Completed,"37.883599707645615, 127.72689115053218",5
2024-01-08 12:47:00,Wed,30.3,Easton,"angbutter, croissant, caffe latte, tiramisu croissant","[1.0, 1.0, 3.0, 1.0]",Completed,"37.92368094690737, 127.72951628207258",4
2024-01-08 13:08:00,Wed,21.2,Southville,angbutter,[4.0],Completed,"37.877731393918445, 127.75437229783266",1
2024-01-08 13:15:00,Wed,41.4,Southville,"angbutter, croissant, tiramisu croissant, orange pound","[3.0, 2.0, 2.0, 2.0]",Completed,"37.877529095085265, 127.75363671005942",1
2024-01-08 13:31:00,Wed,18.3,Bedminster,"angbutter, plain bread, pain au chocolat","[1.0, 2.0, 1.0]",Completed,"37.85597885982024, 127.73238978850172",5
2024-01-08 15:19:00,Wed,27.2,Old Market,"angbutter, wiener","[4.0, 2.0]",Completed,"37.84205896590772, 127.78404463262896",1
2024-01-08 15:42:00,Wed,19.8,Redfield,"angbutter, tiramisu croissant, milk tea","[2.0, 1.0, 1.0]",Completed,,2
2024-01-08 16:33:00,Wed,26.9,Easton,"angbutter, americano, orange pound","[3.0, 1.0, 1.0]",Completed,"37.92444019462025, 127.7279208022484",2
2024-01-09 11:12:00,Thur,35.7,Stokes Croft,"angbutter, tiramisu croissant, pandoro","[4.0, 2.0, 1.0]",Completed,"37.86080142125275, 127.74990460161013",5
2024-01-09 11:39:00,Thur,28.3,Montpelier,"angbutter, plain bread, jam, croissant, pandoro, orange pound","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.876460576365595, 127.74908283837668",2
2024-01-09 12:09:00,Thur,17.0,Montpelier,"angbutter, plain bread","[2.0, 2.0]",Completed,"37.877976893132946, 127.74732338280488",2
2024-01-09 12:27:00,Thur,28.8,City Centre,"angbutter, tiramisu croissant, pain au chocolat, orange pound, wiener","[1.0, 2.0, 1.0, 1.0, 2.0]",Completed,"37.89006381201501, 127.84532463537428",1
2024-01-09 12:34:00,Thur,18.3,Southville,"angbutter, plain bread, tiramisu croissant","[1.0, 2.0, 1.0]",Completed,"37.87663661931252, 127.75403773632623",2
2024-01-09 13:44:00,Thur,21.9,Southville,"angbutter, americano, gateau chocolat, wiener","[2.0, 1.0, 1.0, 1.0]",Completed,"37.87814635374726, 127.7554841141629",4
2024-01-09 13:59:00,Thur,19.8,Lawrence Hill,"angbutter, americano, tiramisu croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87978627539977, 127.73170084224357",4
2024-01-09 15:22:00,Thur,23.3,City Centre,"angbutter, plain bread, pain au chocolat, orange pound, wiener","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed,"37.88937179158372, 127.84478758592596",2
2024-01-09 15:42:00,Thur,19.6,Clifton,"angbutter, plain bread, pandoro","[2.0, 1.0, 1.0]",Completed,"37.87102454779951, 127.7224469177144",1
2024-01-09 15:59:00,Thur,17.6,Gloucester Road,"angbutter, plain bread, wiener","[2.0, 1.0, 1.0]",Completed,"37.88462309584535, 127.72675884654964",4
2024-01-09 16:00:00,Thur,14.8,Totterdown,"angbutter, plain bread, pandoro","[1.0, 1.0, 1.0]",Completed,,2
2024-01-09 17:00:00,Thur,14.8,Cotham,"angbutter, croissant, pandoro","[1.0, 1.0, 1.0]",Completed,"37.8883447826173, 127.74605367293418",2
2024-01-10 11:07:00,Fri,16.3,Stokes Croft,"angbutter, tiramisu croissant, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.86078870286468, 127.7493833506824",2
2024-01-10 12:51:00,Fri,21.8,City Centre,"angbutter, americano, cacao deep, wiener, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88991891489686, 127.84488959644344",2
2024-01-10 12:57:00,Fri,19.6,Cotham,"angbutter, tiramisu croissant, pain au chocolat","[2.0, 1.0, 1.0]",Completed,"37.888415289371196, 127.74589690556863",4
2024-01-10 13:42:00,Fri,20.1,Southville,"angbutter, cacao deep, milk tea","[2.0, 1.0, 1.0]",Completed,"37.87692524687332, 127.7544617424071",5
2024-01-10 13:51:00,Fri,15.8,Cotham,"angbutter, tiramisu croissant, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.88731429838438, 127.74616277320442",3
2024-01-10 14:11:00,Fri,14.3,City Centre,"angbutter, americano, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.8899220267465, 127.84509888072557",2
2024-01-10 14:48:00,Fri,19.3,St George,"angbutter, orange pound, wiener","[1.0, 2.0, 1.0]",Completed,"37.859801992559674, 127.70098373993486",1
2024-01-10 15:10:00,Fri,19.3,Redfield,"angbutter, plain bread, jam, americano, croissant","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,4
2024-01-11 11:03:00,Sat,29.0,Totterdown,tiramisu croissant,[6.0],Completed,,2
2024-01-11 13:03:00,Sat,20.6,Southville,"angbutter, tiramisu croissant","[2.0, 2.0]",Completed,"37.87704199768148, 127.75419564444039",1
2024-01-11 13:11:00,Sat,15.1,Gloucester Road,"angbutter, tiramisu croissant, gateau chocolat","[1.0, 1.0, 1.0]",Completed,"37.884249977925094, 127.72765762655149",4
2024-01-11 13:16:00,Sat,19.6,Bedminster,"angbutter, croissant, pain au chocolat","[2.0, 1.0, 1.0]",Completed,"37.85567801478409, 127.73232715406571",2
2024-01-11 14:09:00,Sat,14.8,Totterdown,"angbutter, americano","[2.0, 1.0]",Completed,,5
2024-01-11 14:19:00,Sat,18.3,Southville,"angbutter, croissant, pandoro","[1.0, 2.0, 1.0]",Completed,"37.87687955249044, 127.75386343295",3
2024-01-11 15:10:00,Sat,15.8,Montpelier,"angbutter, lemon ade, orange pound","[1.0, 1.0, 1.0]",Completed,"37.87762181285827, 127.74718359086",1
2024-01-11 15:42:00,Sat,15.8,Gloucester Road,"angbutter, pandoro","[1.0, 2.0]",Completed,"37.8839576104257, 127.72746191846035",4
2024-01-12 11:03:00,Sun,17.3,Montpelier,"angbutter, cacao deep, wiener","[2.0, 1.0, 1.0]",Completed,"37.877741798041995, 127.7477175027316",5
2024-01-12 11:03:00,Sun,21.8,Barton Hill,"angbutter, pain au chocolat, milk tea, wiener","[1.0, 1.0, 2.0, 1.0]",Completed,"37.87311197304958, 127.72719184786064",4
2024-01-12 12:16:00,Sun,44.1,Southville,"plain bread, croissant, cacao deep, gateau chocolat, pandoro","[2.0, 2.0, 4.0, 2.0, 1.0]",Completed,"37.876981659401736, 127.75436697942503",1
2024-01-12 12:19:00,Sun,45.4,Lawrence Hill,"angbutter, plain bread, jam","[8.0, 1.0, 1.0]",Completed,"37.87851491666343, 127.73151070145923",1
2024-01-12 12:30:00,Sun,16.0,Clifton,"plain bread, jam, almond croissant, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87157787017707, 127.72323302474697",4
2024-01-12 12:42:00,Sun,18.0,Southville,"plain bread, croissant, pandoro, berry ade","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87688020217824, 127.75550436702525",5
2024-01-12 13:23:00,Sun,18.3,Stokes Croft,"angbutter, plain bread, croissant","[1.0, 1.0, 2.0]",Completed,"37.860568444801494, 127.7502259280351",3
2024-01-12 14:11:00,Sun,14.8,Gloucester Road,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.8839139930987, 127.72784621435271",3
2024-01-12 14:19:00,Sun,24.4,Redfield,"angbutter, pain au chocolat, orange pound","[3.0, 1.0, 1.0]",Completed,,3
2024-01-12 14:31:00,Sun,14.5,City Centre,"plain bread, jam, americano, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88918532737164, 127.84433244603424",2
2024-01-12 16:05:00,Sun,14.5,Cotham,"americano, orange pound","[2.0, 1.0]",Completed,"37.88874290814276, 127.74626608509287",2
2024-01-12 16:23:00,Sun,19.6,Cotham,"angbutter, americano","[2.0, 2.0]",Completed,"37.887655807291424, 127.74635444617384",3
2024-01-12 16:30:00,Sun,17.0,Cotham,"caffe latte, pain au chocolat, wiener","[2.0, 1.0, 1.0]",Completed,"37.888822080020255, 127.74471241916741",4
2024-01-12 17:05:00,Sun,21.3,Redfield,"angbutter, plain bread, jam, milk tea, cheese cake","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,,1
2024-01-13 11:52:00,Mon,20.3,Montpelier,"angbutter, tiramisu croissant, milk tea, vanilla latte","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87778746095733, 127.74775150411465",1
2024-01-13 11:59:00,Mon,15.3,City Centre,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88974102410489, 127.84527573586547",2
2024-01-13 12:23:00,Mon,19.0,Bedminster,"plain bread, pandoro","[2.0, 2.0]",Completed,"37.855773722611026, 127.73180148814866",1
2024-01-13 13:49:00,Mon,19.3,Southville,"angbutter, croissant, vanilla latte, berry ade","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87772978438556, 127.75522282621972",4
2024-01-13 15:44:00,Mon,15.1,City Centre,"angbutter, croissant","[2.0, 1.0]",Completed,"37.88972592376504, 127.84450699913978",4
2024-01-13 15:50:00,Mon,20.5,Clifton,"almond croissant, vanilla latte, berry ade","[1.0, 1.0, 1.0]",Completed,"37.87197786206996, 127.72289778977239",3
2024-01-13 15:52:00,Mon,14.8,Southville,"angbutter, pain au chocolat, milk tea","[1.0, 1.0, 1.0]",Completed,"37.87675409893628, 127.75371863324685",2
2024-01-13 16:55:00,Mon,14.5,Gloucester Road,"jam, croissant, cacao deep, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88547124224299, 127.7267472830606",3
2024-01-15 11:04:00,Wed,20.3,Easton,"angbutter, plain bread, croissant, tiramisu croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.92452682054383, 127.72947865670544",3
2024-01-15 11:08:00,Wed,17.3,Lawrence Hill,"angbutter, croissant, pandoro, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87849921981209, 127.73197953976324",4
2024-01-15 11:24:00,Wed,15.5,Southville,"cacao deep, almond croissant, cheese cake","[1.0, 1.0, 1.0]",Completed,"37.87769428008148, 127.7539790523627",1
2024-01-15 11:28:00,Wed,116.5,Stokes Croft,"angbutter, tiramisu croissant, pain au chocolat, pandoro","[10.0, 10.0, 2.0, 3.0]",Completed,"37.85983816478688, 127.74998266152723",4
2024-01-15 12:19:00,Wed,16.0,Montpelier,"plain bread, jam, cacao deep, cheese cake","[1.0, 1.0, 1.0, 1.0]",Completed,"37.876474559633955, 127.74874946814516",3
2024-01-15 13:01:00,Wed,18.3,Gloucester Road,"angbutter, plain bread, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.885378982025465, 127.72756628059678",4
2024-01-15 13:16:00,Wed,15.0,Bedminster,"cacao deep, pain au chocolat, almond croissant","[1.0, 1.0, 1.0]",Completed,"37.8550148515641, 127.73064356107896",4
2024-01-15 13:22:00,Wed,26.3,Southville,"angbutter, plain bread, croissant, milk tea, orange pound","[1.0, 1.0, 2.0, 1.0, 1.0]",Completed,"37.87842653836243, 127.75482603886954",4
2024-01-15 14:46:00,Wed,18.8,Southville,"angbutter, plain bread, americano, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.878245671071255, 127.75526578276428",3
2024-01-16 11:28:00,Thur,18.8,Stokes Croft,"angbutter, plain bread, croissant, merinque cookies","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85968550600437, 127.75040516629839",2
2024-01-16 14:09:00,Thur,14.8,City Centre,"angbutter, plain bread, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.889743577811004, 127.84424534051507",4
2024-01-17 11:46:00,Fri,14.8,Totterdown,"angbutter, plain bread, orange pound","[1.0, 1.0, 1.0]",Completed,,5
2024-01-17 12:13:00,Fri,26.6,St George,"angbutter, plain bread, croissant","[2.0, 2.0, 2.0]",Completed,"37.86115741361926, 127.70222533856456",5
2024-01-17 12:26:00,Fri,16.3,Bedminster,"angbutter, americano, pandoro","[1.0, 1.0, 1.0]",Completed,"37.856344667400315, 127.73098096178302",1
2024-01-17 13:30:00,Fri,16.3,Southville,"angbutter, croissant, pain au chocolat, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87761008409556, 127.75402584325076",2
2024-01-17 14:15:00,Fri,17.8,St George,"angbutter, cheese cake, wiener","[1.0, 1.0, 2.0]",Completed,"37.86029735877401, 127.70054250131841",2
2024-01-17 14:17:00,Fri,15.3,Totterdown,"angbutter, cacao deep, orange pound","[1.0, 1.0, 1.0]",Completed,,2
